Num_Acc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
201900006562,4,CHURCHILL(RUE WINSTON),0,,2,2,0,2,0,0,1,,,1,0,1,50
201900006563,4,NORMANDIE ( BD DE ),0,,2,3,0,2,0,0,1,,,1,0,1,50
201900006564,4,BILLOUX ( AV. FRANCOIS ),0,,3,2,0,1,0,0,1,,,1,5,1,30
201900006565,4,BIR-HAKEIM ( RD-PT ),0,,1,1,0,1,0,0,3,,,1,5,1,50
201900006566,6,FERRY ( PL. JULES ),0,,NaN,NaN,0,1,0,0,1,,,1,0,1,30
201900006567,2,165,0,,3,6,0,1,97,0,1,,,1,0,1,90
201900006568,2,165,0,,3,6,0,1,96,760,1,,,1,0,1,90
201900006569,1,6,0,,3,6,0,1,10,449,1,,,1,0,1,110
201900006570,1,6,0,B,3,5,0,1,7,0,1,,,1,0,1,110
201900006571,1,6,0,B,1,2,0,1,2,900,1,,,2,0,1,90
201900006572,1,106,0,,NaN,2,0,1,6,300,1,,,2,0,1,110
201900006573,1,126,0,,3,6,0,1,4,699,1,,,2,0,1,90
201900006574,1,6,0,,3,6,0,1,22,0,1,,,2,0,1,70
201900006575,3,188,0,,2,2,0,1,6,900,1,,,2,0,1,70
201900006576,1,10,0,,3,6,0,1,11,500,1,,,2,0,1,110
201900006577,1,14,0,,1,2,0,1,15,500,2,,,2,1,1,90
201900006578,1,86,0,,1,2,0,2,5,250,1,,,2,0,1,90
201900006579,1,86,0,,1,2,0,1,6,0,2,,,2,0,1,90
201900006580,1,12,0,,1,2,0,1,0,100,1,,,2,0,1,70
201900006581,1,3,0,,3,10,0,1,7,0,3,,,1,2,1,70
201900006582,1,1,0,,3,8,0,1,8,0,1,,,1,0,1,110
201900006583,1,86,0,,3,6,0,4,18,379,2,,,2,0,1,70
201900006584,1,115,0,,1,1,0,2,1,299,3,,,2,0,1,70
201900006585,1,104,0,,3,6,0,1,3,299,3,,,2,0,1,90
201900006586,1,16,0,,1,2,0,4,0,389,2,,,2,2,1,50
201900006587,2,184,0,,3,6,0,1,13,500,2,,,1,0,1,110
201900006588,1,115,0,,3,4,0,2,11,0,2,,,2,0,1,70
201900006589,1,4,0,,NaN,3,0,1,17,899,1,,,1,0,1,110
201900006590,1,4,0,Y,3,8,0,1,18,500,1,,,2,0,1,110
201900006591,4,PECHE-CAVALE (IMPASSE),0,,2,0,0,1,0,0,2,,,1,0,1,50
201900006592,3,1,0,,2,2,2,1,2,400,2,,,1,0,1,50
201900006593,4,CHALLEMEL LACOUR                    (R ),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900006594,4,SEZE (DE)                           (R ),0,,1,1,1,1,1,0,1,,,1,0,2,50
201900006595,3,28,0,,2,2,0,1,0,699,1,,,1,0,1,70
201900006596,4,,0,,1,1,0,1,NaN,NaN,1,,,1,0,1,50
201900006597,4,,0,,2,2,0,4,NaN,NaN,2,,,2,0,1,50
201900006598,4,BARTHELEMY BUYER                    (AV),0,,2,3,0,1,0,0,1,,,2,0,1,50
201900006599,4,ST CYR (DE)                         (R ),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900006600,4,Chemin de la BOUAYE,0,,2,1,0,1,0,0,2,,,2,0,1,50
201900006601,2,21,0,,1,2,0,1,NaN,NaN,3,,,1,0,1,70
201900006602,3,470,0,,1,1,0,1,0,470,1,,,2,9,1,50
201900006603,3,124,0,,2,2,0,2,1,300,1,,,2,0,4,50
201900006604,3,25,0,,2,4,0,1,0,0,1,,,2,0,1,50
201900006605,4,SAINT MICHEL (BOULEVARD),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900006606,4,11 NOVEMBRE (AVENUE DU),0,,3,4,0,1,0,0,1,,,2,0,5,50
201900006607,4,LYON (DE)                               ,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900006608,4,EMILE ZOLA     (Cours),0,,NaN,0,0,1,0,0,1,,,1,0,4,10
201900006609,4,REPUBLIQUE (DE)                     (R ),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900006610,4,TOLSTOI    (Cours),0,,2,3,3,2,0,0,1,,,2,0,1,50
201900006611,3,66,0,,2,4,2,1,7,40,1,,,2,0,1,50
201900006612,3,912,0,,2,2,0,1,5,250,2,,,2,0,1,50
201900006613,3,810,0,,2,2,0,2,34,400,1,,,2,0,1,50
201900006614,4,LACHEPAILLET (RUE DES REMPARTS),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900006615,4,IMLING (ROUTE D'),0,,2,2,0,2,0,0,2,,,2,0,1,40
201900006616,4,RUE DE VESLE,0,,1,1,0,2,NaN,NaN,1,,,2,0,1,50
201900006617,4,RUE BUIRETTE,0,,1,1,0,1,NaN,NaN,1,,,2,0,1,30
201900006618,3,37,0,,1,1,0,2,10,0,2,,,2,3,1,50
201900006619,3,801,0,,3,4,0,2,NaN,NaN,3,,,2,0,1,70
201900006620,4,RD 37,0,,3,4,0,1,13,500,2,,,2,0,1,90
201900006621,3,979,0,,NaN,1,0,2,6465,0,1,,,2,0,1,80
201900006622,4,BRICONNET (RUE),0,,1,1,0,1,0,0,1,,,1,0,1,50
201900006623,3,34,0,,3,2,0,2,4,630,3,,,1,0,1,70
201900006624,3,24,0,,NaN,2,0,1,NaN,NaN,1,,,1,5,1,30
201900006625,4,GAULLE BOULEVARD CHARLES,0,,3,2,0,2,0,0,2,,,2,5,1,50
201900006626,4,CAP PINEDE (Avenue),0,,1,2,0,2,0,0,1,,,2,0,1,50
201900006627,4,MERLAN (AVENUE),0,,2,0,0,1,0,0,1,,,1,0,1,50
201900006628,4,CHEMIN DU MERLAN A LA ROSE ,0,,2,5,3,1,0,0,1,,,1,0,4,50
201900006629,4,GEORGES DE BEAUREGARD,0,,4,1,0,4,0,0,3,,,1,0,1,50
201900006630,4,PLOMBIERES (BOULEVARD DES),0,,2,6,0,1,0,0,1,,,1,0,1,50
201900006631,4,,0,,3,2,0,1,0,0,2,,,9,9,1,70
201900006632,4,DUNANT (AVENUE HENRI),0,,2,1,0,4,72,0,1,,,1,0,1,50
201900006633,4,BD PERIPHERIQUE INTERIEUR,0,,1,4,0,1,28,800,1,,,1,0,1,70
201900006634,4,BD PERIPHERIQUE INTERIEUR,0,,1,4,0,1,22,0,1,,,1,0,1,70
201900006635,4,BD PERIPHERIQUE INTERIEUR,0,,1,4,0,1,29,400,1,,,1,0,1,70
201900006636,4,RUE GAY LUSSAC,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900006637,4,RUE DES PYRENEES,0,,2,2,NaN,2,0,0,1,,,2,0,1,50
201900006638,4,BOULEVARD LANNES,0,,2,4,NaN,1,0,0,1,,,1,5,1,50
201900006639,4,RUE D ALESIA,0,,2,3,NaN,1,0,0,1,,,8,0,1,50
201900006640,4,QUAI D AUSTERLITZ,0,,2,3,0,2,0,0,1,,,2,0,1,50
201900006641,4,QUAI DE BERCY,0,,1,2,0,1,0,0,2,,,2,0,1,50
201900006642,4,BOULEVARD HAUSSMANN,0,,1,4,0,1,0,0,1,,,2,0,1,50
201900006643,4,BOULEVARD DE CLICHY,0,,1,2,3,1,0,0,1,,,2,NaN,6,50
201900006644,4,RUE SAINT LAZARE,0,,3,3,3,1,0,0,1,,,2,0,6,50
201900006645,4,BOULEVARD DE ROCHECHOUART,0,,3,2,1,1,21,0,1,,,2,0,5,50
201900006646,4,RUE DU GENERAL FOY,0,,2,2,0,2,0,0,1,,,2,0,1,50
201900006647,4,QUAI DE GESVRES,0,,1,4,0,1,0,0,1,,,2,0,1,50
201900006648,4,ALYSES.(PLACE DES),0,,2,2,0,1,0,0,1,,,2,0,2,50
201900006649,3,136,0,,2,1,0,2,0,0,1,,,2,0,1,50
201900006650,3,130,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900006651,4,SALENGRO (AVENUE ROGER),0,,2,1,0,1,1,0,1,,,2,5,1,50
201900006652,4,LIVRY (AVENUE DE),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900006653,3,44,0,,3,2,0,1,1,0,1,,,2,0,1,50
201900006654,4,ETIENNE LAURENT (ALLEE),0,,2,2,0,1,0,0,1,,,2,0,1,30
201900006655,3,932,0,,1,2,0,1,0,0,1,,,2,6,6,50
201900006656,3,72A,0,,2,0,0,2,0,0,1,,,2,0,1,50
201900006657,4,MOURINOUX ( RUE DES ),0,,NaN,2,0,1,0,100,1,,,1,0,1,50
201900006658,1,11,,,2,5,0,1,46,800,1,,,1,0,3,130
201900006659,1,10,0,A,3,2,0,1,137,900,1,,,1,8,1,110
201900006660,1,77,0,,1,4,0,1,98,0,1,,,2,0,1,130
201900006661,3,37,0,,2,2,0,1,8,59,1,,,2,0,1,80
201900006662,3,204,0,,2,2,0,1,39,28,1,,,2,0,1,70
201900006663,3,3,0, -,3,2,0,4,102,850,1,,,1,0,1,70
201900006664,3,778,2,,2,2,0,3,0,750,1,,,1,0,1,50
201900006665,2,165,,,3,4,3,1,103,450,1,,,1,0,1,110
201900006666,3,781,,,2,2,0,2,37,437,1,,,1,0,1,80
201900006667,3,928,,,2,2,0,2,18,500,3,,,1,0,8,80
201900006668,3,985,,,2,2,0,1,82,300,1,,,2,0,3,50
201900006669,3,43,,,2,2,0,1,27,671,3,,,1,0,3,80
201900006670,4,,,,2,2,0,1,NaN,NaN,1,,,2,0,1,80
201900006671,3,786,0,,2,2,0,2,33,630,1,,,2,0,3,50
201900006672,3,592,0,,2,2,0,2,8,200,1,,,2,0,1,70
201900006673,3,977,,,2,2,0,1,NaN,NaN,1,,,1,3,1,70
201900006674,3,112,0,D,2,2,0,1,13,700,1,,,2,0,8,80
201900006675,3,304,0,,2,2,0,1,NaN,NaN,1,,,2,0,1,80
201900006676,3,2,,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900006677,4,,,,2,2,0,1,NaN,NaN,1,,,1,0,3,80
201900006678,3,137,0,,2,2,0,1,2,950,3,,,1,0,1,NaN
201900006679,2,77,,,2,2,0,1,27,100,1,,,1,0,3,80
201900006680,3,26,,,2,2,0,1,8,150,2,,,2,0,3,80
201900006681,3,910,0,,2,2,0,1,2,955,1,0,7,1,0,3,80
201900006682,3,133,,,2,2,0,1,4,614,2,,,2,0,1,70
201900006683,3,675,,D,2,2,0,2,54,674,3,,,2,0,1,80
201900006684,3,1091,0,,2,2,0,1,9,150,1,,,2,0,1,80
201900006685,4,,,,2,2,0,3,NaN,NaN,1,,,1,0,1,NaN
201900006686,4,,,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900006687,2,3,,,2,2,0,2,NaN,NaN,1,,,2,0,1,50
201900006688,6,,0,,NaN,NaN,0,1,NaN,NaN,1,,,1,0,8,50
201900006689,4,,0,,2,2,0,1,NaN,NaN,2,,,1,0,3,50
201900006690,3,37,,,2,2,0,1,9,700,1,,,1,2,1,80
201900006691,2,113,0,,2,3,0,2,10,200,1,,,2,0,1,80
201900006692,3,56,,,2,2,0,2,13,380,3,,,2,0,1,80
201900006693,3,8,0,N,2,2,0,2,55,0,3,,,2,0,1,80
201900006694,3,996,,,2,2,0,1,115,400,1,,,1,5,1,80
201900006695,3,674,0,D,2,2,0,1,31,500,1,,,2,0,1,80
201900006696,3,662,0,,2,2,0,1,43,600,1,,,2,0,3,80
201900006697,3,1206,,,2,2,0,1,25,200,2,,,1,0,1,80
201900006698,3,1089,0,,2,2,0,1,14,900,1,,,2,0,1,50
201900006699,4,,,,2,1,0,2,NaN,NaN,1,,,2,0,3,80
201900006700,3,232E,0,D,2,2,0,1,1,0,1,,,2,0,3,80
201900006701,2,134,,,2,2,0,1,NaN,NaN,2,,,2,9,8,50
201900006702,3,933,,,2,2,0,1,21,800,2,,,1,0,8,80
201900006703,3,754,0,,2,2,0,1,19,785,3,,,1,0,1,80
201900006704,4,,0,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900006705,3,7,,,3,4,0,1,4,665,3,,,1,5,3,70
201900006706,3,84,0,D,2,2,0,2,22,900,1,,,1,0,3,80
201900006707,3,1016,,,2,2,0,1,5,850,1,,,1,0,1,50
201900006708,7,,0,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900006709,1,50,0,,3,3,0,1,30,0,1,,,2,0,1,90
201900006710,1,7,0,,1,4,0,1,273,600,1,,,1,0,1,90
201900006711,1,55,0,,1,2,0,1,26,0,1,,,1,0,1,110
201900006712,1,7,0,,3,3,3,1,281,450,1,,,1,0,1,90
201900006713,1,30,0,,3,4,0,1,4,500,1,,,2,0,2,110
201900006714,1,31,0,,3,3,0,1,321,299,1,,,1,0,1,110
201900006715,2,230,0,,3,8,0,1,43,500,1,,,2,0,1,90
201900006716,2,230,0,,1,2,0,3,44,435,2,,,2,3,1,50
201900006717,2,230,0,,1,2,0,2,44,285,2,,,2,3,1,50
201900006718,1,630,0,,3,6,0,1,32,900,1,,,2,3,1,90
201900006719,1,631,0,,3,6,0,1,0,200,1,,,2,3,1,90
201900006720,1,10,0,,3,6,0,1,533,200,1,,,2,0,1,130
201900006721,1,5,0,A,1,1,0,2,1,0,3,,,2,0,1,70
201900006722,2,104,0,,1,3,0,1,36,750,1,,,2,0,1,70
201900006723,2,104,0,,1,3,0,1,40,799,3,,,2,0,1,50
201900006724,1,10,0,,1,4,0,1,4,699,3,,,2,0,1,70
201900006725,2,104,0,,1,3,0,1,36,750,3,,,2,0,1,70
201900006726,1,6,0,,1,6,0,1,12,899,1,,,1,0,1,110
201900006727,2,1014,0,W,1,2,0,1,0,100,1,,,1,1,1,70
201900006728,1,86,0,,1,4,0,1,59,400,1,,,2,0,1,90
201900006729,1,15,0,,3,8,0,1,14,500,2,,,2,0,1,110
201900006730,1,16,0,,3,4,0,1,1,0,1,,,2,2,1,70
201900006731,1,104,0,,3,NaN,0,2,0,100,3,,,2,0,1,70
201900006732,1,16,0,,1,2,0,1,0,310,3,,,2,2,1,70
201900006733,1,15,0,,3,8,0,1,5,800,3,,,2,2,1,110
201900006734,1,86,0,,3,7,0,1,18,0,1,,,2,0,1,90
201900006735,1,3,0,,3,9,0,1,5,0,2,,,2,8,1,90
201900006736,2,104,0,,NaN,2,0,1,0,800,1,,,2,0,1,90
201900006737,1,86,0,EXT,1,3,0,1,47,0,1,,,2,1,1,90
201900006738,4,SAINT SAVOURNIN (RUE),0,,1,1,0,2,0,0,1,,,1,0,1,50
201900006739,2,2,0,,NaN,2,0,1,0,0,3,,,1,2,1,50
201900006740,3,18,0,,2,2,0,1,1,600,1,,,9,9,1,50
201900006741,7,CLAUDE BERNARD                      (QU),0,,1,4,1,1,0,0,1,,,2,5,1,50
201900006742,4,,0,,2,2,0,1,NaN,NaN,1,,,1,0,1,30
201900006743,4,MARECHAL FOCH (DU)                  (AV),0,,2,2,0,1,0,0,1,,,2,5,1,50
201900006744,4,ST BARTHELEMY                       (MO),0,,1,1,0,2,0,0,1,,,2,0,1,30
201900006745,4,JEAN-LOUIS HENON                               (R ),0,,2,1,0,1,0,0,1,,,1,0,1,50
201900006746,4,CHANTEREINE (AVENUE DE),0,,2,2,0,1,NaN,NaN,1,,,1,0,1,30
201900006747,2,7,0,,2,2,0,2,0,0,1,,,2,0,1,50
201900006748,3,157,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900006749,4,GILLE (PIERRE),0,,2,2,0,1,1,0,1,,,1,0,1,50
201900006750,3,370,0,,2,4,0,2,1,380,1,,,2,5,1,50
201900006751,3,603,0,,3,4,0,1,25,266,1,,,1,0,3,50
201900006752,3,405,0,A,2,2,0,4,0,440,1,,,2,0,3,80
201900006753,4,MONT AUX MALADES. AVENUE DU,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900006754,9,GRANGE ST PIERRE (RUE DE LA),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900006755,3,680,0,,2,2,0,1,NaN,NaN,1,,,2,0,1,70
201900006756,3,193,0,U,2,2,0,1,11,139,2,,,1,0,3,80
201900006757,4,rue Jean Sallonnyer,0,,2,2,0,1,0,0,2,,,1,0,8,50
201900006758,3,200,0,,2,2,0,1,NaN,NaN,2,,,1,0,1,50
201900006759,3,172,,,2,2,0,1,NaN,NaN,3,,,1,0,1,70
201900006760,3,13,,,2,2,0,2,4,800,4,,,1,0,3,80
201900006761,3,2076,,,2,2,0,1,2,821,1,,,1,9,8,80
201900006762,2,116,,,2,2,0,2,92,870,3,,,1,0,1,80
201900006763,3,115,,,2,2,0,2,13,785,1,,,1,0,4,50
201900006764,3,904,0,,2,2,0,1,24,56,1,,,1,0,1,80
201900006765,3,21,0,D,2,2,0,1,15,300,2,,,1,0,3,80
201900006766,3,906,0,D,2,2,0,2,9,200,1,,,1,0,3,80
201900006767,3,906,,,2,2,0,1,33,342,1,,,1,0,1,50
201900006768,3,338,0,D,2,2,0,1,81,700,1,,,1,0,1,80
201900006769,3,7,0,D,2,2,0,1,NaN,NaN,2,,,1,5,3,50
201900006770,3,80,,,2,2,0,1,NaN,NaN,1,,,1,0,1,80
201900006771,4,402,0,,2,2,0,1,NaN,NaN,3,,,2,0,1,80
201900006772,9,,,,1,1,0,1,NaN,NaN,1,,,1,0,1,50
201900006773,3,148,0,,2,2,0,1,3,900,3,,,1,0,4,50
201900006774,3,21,,,2,2,3,1,NaN,NaN,1,,,1,6,6,50
201900006775,3,37,0,D,2,2,0,2,4,560,1,,,1,0,1,90
201900006776,7,6098,,M,2,2,0,1,NaN,NaN,3,,,1,0,1,50
201900006777,3,37,,,2,2,0,2,4,4,2,,,1,0,3,80
201900006778,3,143,,,NaN,2,0,4,NaN,NaN,2,,,1,2,8,20
201900006779,3,2085,,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900006780,3,2085,,,2,1,0,1,14,900,1,,,1,0,1,50
201900006781,3,2085,,D,NaN,4,0,1,8,8,1,,,1,0,1,50
201900006782,3,6007,,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900006783,3,6007,,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900006784,3,40,,,2,2,0,1,NaN,NaN,1,,,1,5,1,80
201900006785,3,183,,,2,2,0,1,68,10,1,,,1,0,3,80
201900006786,4,,,,2,2,0,1,NaN,NaN,1,,,1,0,1,80
201900006787,3,613,,,2,2,0,1,53,900,1,,,1,0,1,80
201900006788,3,513,,,2,2,0,3,24,250,1,,,1,0,1,80
201900006789,3,62,0,,3,2,0,2,6,40,2,,,1,0,1,80
201900006790,3,217,0,C,2,2,0,1,1,602,1,,,1,0,3,70
201900006791,3,67,,,2,2,0,1,10,1,1,,,1,0,1,50
201900006792,3,994,,H,2,2,0,2,2,15,1,,,1,9,1,30
201900006793,3,954,,,2,2,0,2,0,829,3,,,1,0,1,80
201900006794,2,94,,,2,4,0,3,79,350,1,,,1,2,1,80
201900006795,4,,,,2,2,0,2,2,47,3,,,1,0,1,50
201900006796,3,900,,,NaN,3,0,1,NaN,NaN,1,,,1,0,1,90
201900006797,3,24,,,2,2,0,1,NaN,NaN,2,,,1,0,1,70
201900006798,3,8,0,,2,2,0,1,7,200,1,,,1,0,1,80
201900006799,3,24,0,D,2,2,0,1,435,719,1,,,1,4,8,50
201900006800,3,13,0,D,2,2,0,1,8,300,1,,,1,0,3,80
201900006801,2,20,0,,2,2,0,2,94,400,1,,,1,0,1,80
201900006802,3,613,0,D,2,2,0,2,9,300,4,,,1,0,3,80
201900006803,3,145,,,2,2,0,1,0,100,1,,,1,0,1,50
201900006804,3,54,,,2,2,0,1,1,400,2,,,1,0,1,80
201900006805,3,932,0,,2,2,0,1,8,25,1,,,1,0,1,50
201900006806,3,932,0,,2,2,0,1,17,300,1,,,1,9,4,50
201900006807,3,1001,,,2,2,0,2,71,500,1,,,1,0,1,80
201900006808,3,107,0,D,NaN,2,0,1,11,100,1,,,1,0,4,50
201900006809,3,315,0,,NaN,2,0,1,0,700,1,,,1,0,1,50
201900006810,4,,0,C,2,2,0,1,NaN,NaN,3,,,1,0,1,50
201900006811,3,9,,,2,2,0,1,29,250,3,,,1,0,1,50
201900006812,3,921,,,2,2,0,1,72,300,1,,,1,0,1,80
201900006813,3,111,,,2,2,0,2,11,475,1,,,1,0,1,NaN
201900006814,3,933,0,,2,2,0,1,62,NaN,1,,,1,0,3,80
201900006815,3,123,0,,2,2,0,2,2,500,2,,,1,0,1,70
201900006816,3,948,,,2,2,0,2,10,200,3,,,3,0,1,80
201900006817,3,15,0,D,2,2,0,2,1,0,2,,,2,0,1,50
201900006818,9,,,,2,2,0,3,NaN,NaN,2,,,1,0,1,50
201900006819,3,22,,,2,2,0,3,25,280,3,,,1,0,1,80
201900006820,4,,,,2,2,0,3,NaN,NaN,1,,,1,0,1,80
201900006821,3,262,,,2,2,0,2,6,500,2,,,1,0,1,80
201900006822,3,937,,,2,2,0,2,24,400,3,,,1,0,1,50
201900006823,3,943,0,D,2,3,0,2,11,800,2,,,1,0,3,80
201900006824,3,834,0,,2,2,0,1,24,767,1,,,1,0,1,70
201900006825,4,Rue Pasteur,0,,2,2,0,1,NaN,NaN,1,,,1,0,1,30
201900006826,4,Rue des Colonnes,0,,2,2,0,2,NaN,NaN,1,,,1,0,1,30
201900006827,3,64,,,2,2,0,2,7,220,3,,,1,0,1,50
201900006828,4,,,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900006829,3,2,,,2,2,0,1,NaN,NaN,1,,,1,0,3,80
201900006830,3,1006,0,,2,2,2,2,17,600,3,,,1,0,1,80
201900006831,3,45,,,2,2,0,2,0,670,1,,,2,0,3,80
201900006832,3,921,,E,2,2,0,2,4,875,2,,,1,0,1,70
201900006833,3,1201,,,3,2,2,1,13,930,1,,,2,0,8,70
201900006834,3,1201,0,,2,2,0,1,22,750,1,,,1,0,8,80
201900006835,3,83,0,,2,2,0,2,0,250,3,,,2,0,1,80
201900006836,3,6,,,2,2,0,1,35,0,1,,,1,0,3,50
201900006837,3,2076,0,,2,2,0,1,41,0,1,,,1,0,1,80
201900006838,3,2076,0,,2,2,0,1,51,200,1,,,1,5,1,80
201900006839,3,133,0,,2,2,0,1,NaN,NaN,1,,,1,0,4,50
201900006840,4,,,,2,2,0,1,NaN,NaN,1,,,1,0,3,30
201900006841,3,46,,,2,2,0,1,8,500,1,,,1,0,1,80
201900006842,3,9,,D,2,2,0,1,5,0,3,,,1,0,3,80
201900006843,3,5,,,2,2,0,2,NaN,NaN,2,,,1,0,3,80
201900006844,3,29,,,2,2,0,1,15,100,3,,,1,0,8,80
201900006845,3,103,,,2,2,0,1,61,860,3,,,1,0,3,80
201900006846,4,,,,2,2,0,1,NaN,NaN,3,,,9,9,8,80
201900006847,3,951,,,2,2,0,1,19,300,1,,,1,0,3,80
201900006848,3,22,0,,2,2,0,1,18,201,1,,,1,9,1,80
201900006849,2,920,,,2,2,3,2,NaN,NaN,1,,,1,9,1,NaN
201900006850,3,51,0,,2,2,0,2,4,185,2,,,2,0,1,80
201900006851,3,940,0,,2,2,0,2,10,25,1,,,1,5,1,80
201900006852,3,9,,,2,2,0,1,NaN,NaN,3,,,1,0,3,50
201900006853,3,6,0,,2,2,0,2,29,725,1,0,5.59999999999999,1,0,1,80
201900006854,3,117,,,2,2,0,1,5,810,2,0,4.59999999999999,1,0,1,80
201900006855,2,141,0,,3,4,0,2,85,136,1,2.5,14,1,0,1,110
201900006856,3,110,,,2,2,NaN,1,9,625,1,0,3.6,1,0,1,80
201900006857,3,120,0,,2,2,0,1,56,400,2,,,1,0,1,50
201900006858,4,VC,0,V,2,2,0,1,0,0,3,,,1,0,4,50
201900006859,4,,,,2,2,0,1,NaN,NaN,1,,,1,0,1,NaN
201900006860,3,120,,,2,2,0,1,11,550,3,,,1,0,8,80
201900006861,3,204,0,D,2,2,0,1,7,700,2,,,1,0,3,80
201900006862,3,111,,,2,2,0,1,8,900,3,,,2,0,1,80
201900006863,3,576,0,D,2,2,0,1,7,400,1,,,1,0,1,80
201900006864,3,906,,,2,2,0,1,7,750,1,,,1,0,1,80
201900006865,3,70,,,2,2,0,1,4,790,1,,,1,0,1,80
201900006866,3,5,0,,2,2,0,1,19,500,1,,,1,0,8,80
201900006867,3,980,,,2,2,0,2,76,600,1,,,1,0,3,80
201900006868,3,32,,D,2,2,0,1,4,245,2,,,1,0,1,80
201900006869,4,,,,2,2,0,2,NaN,NaN,2,,,1,0,1,50
201900006870,3,954,0,,2,2,0,1,5,200,1,,,3,5,1,80
201900006871,3,105,,,2,2,0,1,5,0,1,,,1,0,1,80
201900006872,3,973,0,,2,2,0,1,42,700,3,,,1,0,3,50
201900006873,4,,0,,2,2,0,2,NaN,NaN,1,,,1,0,1,50
201900006874,3,973,,,2,2,0,1,2,500,1,,,1,0,1,50
201900006875,3,973,0,,2,2,0,1,30,950,1,,,1,0,1,80
201900006876,3,973,0,,2,2,0,1,16,500,2,,,1,0,8,80
201900006877,3,10,,,2,2,0,1,10,150,1,,,2,0,1,80
201900006878,3,924,,D,2,2,0,1,32,0,1,,,1,5,8,50
201900006879,3,41,,,2,2,0,1,29,714,1,,,1,0,1,80
201900006880,3,817,,,2,2,0,1,5,NaN,1,,,1,0,1,50
201900006881,3,417,,,2,2,0,3,3,NaN,1,,,1,0,1,80
201900006882,3,933,,N,2,2,0,1,11,200,1,,,1,0,3,70
201900006883,3,35,,,2,2,0,2,5,930,1,,,1,0,1,80
201900006884,3,651,,,2,2,0,1,63,NaN,1,,,1,0,1,70
201900006885,3,706,,,2,2,0,1,1,220,1,,,2,0,1,50
201900006886,3,31,,E,2,2,0,3,0,207,1,,,1,0,1,5
201900006887,3,47,0,,2,2,0,1,7,0,1,,,2,0,8,80
201900006888,3,710,,,2,2,0,2,47,530,1,,,1,0,3,80
201900006889,3,939,,,2,2,0,1,53,700,1,,,1,0,3,80
201900006890,3,675,0,E,2,2,0,1,0,330,1,,,1,0,3,80
201900006891,3,101,,,2,2,0,1,1,120,3,,,1,0,3,80
201900006892,3,951,,,2,2,0,1,59,223,1,,,1,0,3,80
201900006893,3,4100,0,,2,2,0,1,30,600,1,,,1,0,1,80
201900006894,3,952,,,2,2,0,1,51,800,1,,,1,0,1,80
201900006895,3,907,,,2,2,0,1,49,200,3,,,1,0,8,50
201900006896,2,85,,,2,2,0,1,26,200,1,,,1,0,1,70
201900006897,3,4096,,,2,2,0,1,47,800,1,,,1,0,1,50
201900006898,6,,,,NaN,NaN,NaN,1,NaN,NaN,1,,,1,0,4,30
201900006899,3,4085,,,2,2,0,1,15,400,1,,,1,0,3,80
201900006900,3,8,,,2,2,0,2,50,900,4,,,9,0,1,80
201900006901,3,900,,,2,2,0,1,4,150,1,,,1,0,1,80
201900006902,3,51,,,2,2,0,1,2,790,1,,,1,0,8,NaN
201900006903,3,19,,,2,2,0,3,21,415,3,,,1,0,3,80
201900006904,4,,,,NaN,1,0,1,NaN,NaN,2,,,1,5,1,50
201900006905,3,948,0,,2,2,0,1,68,337,1,,,1,0,1,80
201900006906,3,32,,,3,4,0,1,54,500,1,,,1,0,1,110
201900006907,4,,,,2,2,0,2,NaN,NaN,2,,,2,0,1,80
201900006908,3,938,3,,2,2,0,1,11,620,1,,,2,0,1,80
201900006909,3,20,,,2,2,0,1,9,234,1,,,1,0,1,80
201900006910,3,25,,,2,2,0,3,40,906,2,,,1,0,3,80
201900006911,3,74,0,,2,2,0,1,2,950,1,,,1,5,3,50
201900006912,3,80,0,,2,2,0,1,21,900,1,,,1,0,1,70
201900006913,3,746,,,2,2,0,1,14,274,1,,,1,0,3,50
201900006914,3,85,0,,2,2,0,2,4,0,3,,,1,0,3,80
201900006915,1,7,,,2,5,0,2,46,216,1,,,1,0,8,130
201900006916,3,47,,,2,2,0,1,12,300,2,,,1,0,1,80
201900006917,4,Ex D691 (déclassée),,,2,2,0,1,NaN,NaN,1,,,1,0,1,80
